paperid,studyid,reportid,title,keywords,number_of_total_participants,number_of_total_male,number_of_total_female,from_age,to_age,mean_age,sd_age,type_of_visual_display,type_of_audio,type_of_applications,specific_terms,ipq_in_language,is_ipq_used_right,paper_note,total_duration,number_of_user_studies,study_name,duration_of_stay,number_of_study_participants,number_of_study_male,number_of_study_female,from_age_study,to_age_study,mean_age_study,sd_age_study,experiment_design,how_score_is_reported,report_style,report_form,when_the_questionnaire_is_filled,is_score_reported_for_each_time,analysis_techniques,posthoc_tests,finding,number_of_conditions,score_scale,condition_name,element_name,is_interaction,participant_per_element,totalSP,totalINV,totalREAL,totalGP,totalTOTAL,meanSP,meanINV,meanREAL,meanGP,meanTOTAL,sdSP,sdINV,sdREAL,sdGP,sdTOTAL,otherSP,otherINV,otherREAL,otherGP,otherTOTAL,cites,authors,year,source,publisher,articleURL,citesURL,gsRank,queryDate,type,doi,issn,citationURL,volume,issue,startPage,endPage,ecc,citesPerYear,citesPerAuthor,authorCount,age,isIPQUsed,topic,note,standard_total,standard_total_each_item,is_subscale_fully_reported,standard_sp,standard_inv,standard_real,standard_gp,standard_sp_each_item,standard_inv_each_item,standard_real_each_item,standard_gp_each_item,visual_display
115,123,290,Assessing User Experience in Virtual Reality - A Comparison of Different Measurements,"User experience, Virtual reality, Evaluation framework",72,,12,,,32.11,8.68,3D Graphics - HMD VR,Stereo sound,"Design and visualization,Social Science and psychology",,German,Not Sure,,,1,Study 1,,72,,,,,,,within-subject,each component,/Mean/SD/,Other,After,No,Correlation test,,,2,17,Whole Experiment,Whole Study,No,72,,,,,,5.44,4.6,3.16,5.97,,0.86,1.28,1.27,0.66,,,,,,,4,C Wienrich; N Döllinger; S Kock; K Schindler…,2018,… Conference of Design …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-91797-9_41,https://scholar.google.com/scholar?cites=7732979368725305344&as_sdt=2005&sciodt=0;5&hl=en,342,43676,,,,,,,,,4,4,1,5,,YES,Experience,Unknown Scale,6.24,0.445714286,TRUE,7.2,2.4,-3.36,1.97,1.44,0.6,-0.84,1.97,3D Graphics - HMD VR
5,5,18,A dose of reality: Overcoming usability challenges in vr head-mounted displays,"Virtual Reality, Augmented Virtuality, Engagement",28,,,,,,,3D Graphics - HMD VR,Unknown,Other,Engagement,Not Mentioned,Not Sure,,,3,Study 3,,12,11,1,,,27.8,4.76,within-subject,each component,/Mean/SD/,Other,Unknown,No,Friedman test,Wilcoxon's tests,,1,6,Engagement,Low engagement,No,12,,,,,,4.48,3.12,3.46,4.42,,0.72,1.16,1.16,0.79,,,,,,,71,M McGill; D Boland; R Murray-Smith�,2015,Proceedings of the 33rd��,dl.acm.org,https://dl.acm.org/citation.cfm?id=2702382,https://scholar.google.com/scholar?cites=4358646427119301496&as_sdt=2005&sciodt=0;5&hl=en,155,43628,,,,,,,,,71,17.75,18,4,4,YES,Engagement,,9.72,0.694285714,TRUE,7.4,0.48,1.84,1.42,1.48,0.12,0.46,1.42,3D Graphics - HMD VR
97,101,242,"The effects of augmented virtuality on presence, workload, and input performance",,21,,,19,25,,,3D Graphics - HMD VR,Stereo sound,"Social Science and psychology,Other",,Not Mentioned,Not Sure,,,1,Study 1,,21,,,,,,,between-subject,each component,/Mean/SD/,Other,Unknown,No,Mann-Whitney U test,,,2,6,Condition,VR,No,10,,,,,,4.48,3.6,2.8,4.6,,0.84,1.26,1.08,0.8,,,,,,,0,J Clarkson,2018,,open.uct.ac.za,https://open.uct.ac.za/handle/11427/29492,,831,43627,,,,,,,,,0,0,0,1,,YES,Augmented Virtuality,,9,0.642857143,TRUE,7.4,2.4,-0.8,1.6,1.48,0.6,-0.2,1.6,3D Graphics - HMD VR
49,50,127,Evaluation of FlowVR: a virtual reality game for improvement of depressive mood,"virtual reality, depression, mood, therapy, flow",18,9,9,18,55,25.9,10.5,"3D Graphics - Monoscopic,3D Graphics - HMD VR",No sound,"Healthcare and clinical therapies,Social Science and psychology",,Not Mentioned,Not Sure,,,1,Study 1,5.83,18,,,,,,,within-subject,each component,/Mean/SD/,Other,After,No,Shapiro-Wilk test; Wilcoxon-Mann-Whitney-Test; Friedman-Test,,,2,6,Condition,VR,No,18,,,,,,4.52,4.42,2.07,4.67,3.8,1.15,1.25,1.23,1.37,1.02,,,,,,1,L Bittner; F Mostajeran; F Steinicke; J Gallinat; S K�hn,2018,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/451245v1.abstract,https://scholar.google.com/scholar?cites=9197651944647077710&as_sdt=2005&sciodt=0;5&hl=en,85,43628,,,,,,,,,1,1,0,5,1,YES,Therapy,,11.2,0.8,TRUE,7.6,5.68,-3.72,1.67,1.52,1.42,-0.93,1.67,3D Graphics - HMD VR
61,62,156,Head turn scaling below the threshold of perception in immersive virtual environments,"presence, perception, head tracking manipulation, empirical study, virtual reality, immersive virtual environments",13,12,1,19,45,30.31,8.43,3D Graphics - HMD VR,Stereo sound,Social Science and psychology,,German,Not Sure,,,1,Study 1,,13,,,,,,,within-subject,each component,/Mean/SD/,Other,Unknown,No,"ANOVA,Shapiro-Wilk-Test; Bravais-Pearson-correlation",,,2,6,Scaling factor,Dampening,No,13,,,,,52.15,4.52,3.35,2.96,4.31,,1,0.77,0.98,1.18,10.03,,,,,,1,M Westhoven; D Paul; T Alexander,2016,��of the 22nd ACM Conference on��,dl.acm.org,https://dl.acm.org/citation.cfm?id=2993385,https://scholar.google.com/scholar?cites=18088468939950426299&as_sdt=2005&sciodt=0;5&hl=en,75,43628,,,,,,,,,1,0.33,0,3,3,YES,Perception,,10.15,0.725,TRUE,7.6,1.4,-0.16,1.31,1.52,0.35,-0.04,1.31,3D Graphics - HMD VR
52,53,133,Agency and Gender Influence Older Adults' Presence-Related Experiences in an Interactive Virtual Environment,"virtual reality, older adults, presence, immersion, flow, gender",78,31,47,54,90,67.65,8.36,3D Graphics - HMD VR,Unknown,Social Science and psychology,,German,Not Sure,,,1,Study 1,6,78,Dec-19,27/20,,,,,between-subject,each component,/Mean/SD/,Chart,Unknown,No,ANOVA,,,4,6,ConditionxGender,agentxMale,Yes,39,22.61,14.48,19.2,4.89,,,,,,,2.05,1.59,1.42,0.45,,,,,,,1,OD Kothgassner; A Goreis; JX Kafka�,2018,��; Behavior; and Social��,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/cyber.2017.0691,https://scholar.google.com/scholar?cites=7010771530751205547&as_sdt=2005&sciodt=0;5&hl=en,181,43628,,,,,,,,,1,1,0,4,1,YES,Presence,Unknown Scale,19.18,1.37,TRUE,7.61,2.48,7.2,1.89,1.522,0.62,1.8,1.89,3D Graphics - HMD VR
109,114,272,Social influence on evacuation behavior in real and virtual environments,"virtual reality, fire evacuation, social influence, bystander effect, virtual humans, Virtual agents",75/75,35/41,40/34,,,21.45`4.3,,3D Graphics - HMD VR,Stereo sound,"Healthcare and clinical therapies,Social Science and psychology",,Not Mentioned,Not Sure,,,1,Study 1,,75,15/14/12,10/11/2013,,,21.80/21.76/20.80,4.73/3.69/2.55,between-subject,each component,/Mean/SD/,Other,After,No,,,,2,6,VE,Active bystander,No,25,,,,,,4.53,3.58,2.96,4.68,,1.05,1,0.86,0.85,,,,,,,15,M Kinateder; WH Warren,2016,Frontiers in Robotics and AI,frontiersin.org,https://www.frontiersin.org/articles/10.3389/frobt.2016.00043,https://scholar.google.com/scholar?cites=12932043803460859494&as_sdt=2005&sciodt=0;5&hl=en,128,43676,HTML,,,,,,,,15,5,8,2,,YES,Social Influence,,9.81,0.700714286,TRUE,7.65,2.32,-0.16,1.68,1.53,0.58,-0.04,1.68,3D Graphics - HMD VR
61,62,155,Head turn scaling below the threshold of perception in immersive virtual environments,"presence, perception, head tracking manipulation, empirical study, virtual reality, immersive virtual environments",13,12,1,19,45,30.31,8.43,3D Graphics - HMD VR,Stereo sound,Social Science and psychology,,German,Not Sure,,,1,Study 1,,13,,,,,,,within-subject,each component,/Mean/SD/,Other,Unknown,No,"ANOVA,Shapiro-Wilk-Test; Bravais-Pearson-correlation",,,2,6,Scaling factor,One-to-one,No,13,,,,,52,4.55,3.35,2.88,4.31,,0.74,0.72,0.85,0.95,6.79,,,,,,1,M Westhoven; D Paul; T Alexander,2016,��of the 22nd ACM Conference on��,dl.acm.org,https://dl.acm.org/citation.cfm?id=2993385,https://scholar.google.com/scholar?cites=18088468939950426299&as_sdt=2005&sciodt=0;5&hl=en,75,43628,,,,,,,,,1,0.33,0,3,3,YES,Perception,,10,0.714285714,TRUE,7.75,1.4,-0.48,1.31,1.55,0.35,-0.12,1.31,3D Graphics - HMD VR
55,56,143,Obstacle Avoidance Method in Real Space for Virtual Reality Immersion,"Virtual Reality, immersive feeling, walking assistance",17,16,1,22,25,,,3D Graphics - HMD VR,Unknown,"Design and visualization,Interaction techniques",,Not Mentioned,Not Sure,,,1,Study 1,,17,,,,,,,within-subject,each component,/Mean//Other,Chart,After,No,Friedman-test; Wilcoxon signed rank,,,2,6,Condition,VR object,No,17,,,,,,4.57,3.61,2.42,4.65,,,,,,,1.12,1.87,2.38,1,,1,K Kanamori; N Sakata; T Tominaga�,2018,��on Mixed and��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8613753/,https://scholar.google.com/scholar?cites=17339562296554789106&as_sdt=2005&sciodt=0;5&hl=en,285,43628,,,,,,,,,1,1,0,4,1,YES,Obstacle Avoidance,Mean(IQR),7.97,0.569285714,TRUE,7.85,2.44,-2.32,1.65,1.57,0.61,-0.58,1.65,3D Graphics - HMD VR
112,120,286,Development and evaluation of a virtual reality-system with integrated tracking of extremities under the aspect of Acrophobia,"Virtual Reality, Oculus Rift, Microsoft Kinect, Avatar, Anxiety Disorder, Head Mounted Display, Virtual Reality Exposure Therapy, Motion Tracking, VRET, HMD, VR",42,,,,,,,3D Graphics - HMD VR,No sound,"Healthcare and clinical therapies,Social Science and psychology",System,Not Mentioned,Not Sure,,,1,Study 1,,42,13/14,7-Jun,,,,,within-subject,each component,/Mean/SD/,Other,After,No,TTest,,,2,6,Kinect,Without,No,21,,,,,,4.6,4.14,4.77,,4.57,1.175,1.29,1.201,,1.045,,,,,,9,P Schäfer; M Koller; J Diemer…,2015,2015 SAI Intelligent …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7361173/,https://scholar.google.com/scholar?cites=14402482774299237483&as_sdt=2005&sciodt=0;5&hl=en,130,43676,,,,,,,,,9,2.25,2,4,,YES,Acrophobia,Unknown Scale,21.98,1.57,TRUE,8,4.56,7.08,2.34,1.6,1.14,1.77,2.34,3D Graphics - HMD VR
50,51,129,The Effect of Haptic Prediction Accuracy on Presence,,56,21,35,18,27,20.32,1.71,3D Graphics - HMD VR,Unknown,"Social Science and psychology,Other",Haptic,Not Mentioned,Not Sure,,,1,Study 1,5.42,56,,,,,,,between-subject,each component,/Mean/SD/,Other,After,No,Shapiro-Wilk normality test,,,2,-33,Group,Non-aligned,No,28,,,,,,1.79,1.41,0.95,0.32,,1.26,1.21,1.08,1.36,,,,,,,1,D Gall; ME Latoschik,2018,��IEEE Conference on Virtual Reality and��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8446153/,https://scholar.google.com/scholar?cites=17569544626198375561&as_sdt=2005&sciodt=0;5&hl=en,164,43628,,,,,,,,,1,1,1,2,1,YES,Haptic,,18.39,1.313571429,TRUE,8.95,5.64,3.8,0.32,1.79,1.41,0.95,0.32,3D Graphics - HMD VR
68,69,171,"A comparative study of virtual reality methods of interaction and locomotion based on presence, cybersickness and usability","Human-computer interaction, Virtual reality, Interaction Techniques, Virtual environment modeling",48,24,24,18,62,30.59,11.996,3D Graphics - HMD VR,Stereo sound,"Interaction techniques,Social Science and psychology",,Not Mentioned,Not Sure,,,1,Study 1,,48,,,,,,,within-subject,each component,/Mean/SD/,Other,Unknown,No,Friedman’s test; Wilcoxon Signed-Ranks,,,2,6,Whole Experiment,Whole Study,No,48,,,,,,4.79,4.46,3.04,5.112,,0.85,1.13,0.996,1.04,,,,,,,0,J Mayor; L Raya; A Sanchez,2019,IEEE Transactions on Emerging��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8708972/,,256,43628,,,,,,,,,0,0,0,3,1,YES,Interaction Techniques,,14.95,1.067857143,TRUE,8.95,5.84,0.16,2.112,1.79,1.46,0.04,2.112,3D Graphics - HMD VR
52,53,131,Agency and Gender Influence Older Adults' Presence-Related Experiences in an Interactive Virtual Environment,"virtual reality, older adults, presence, immersion, flow, gender",78,31,47,54,90,67.65,8.36,3D Graphics - HMD VR,Unknown,Social Science and psychology,,German,Not Sure,,,1,Study 1,6,78,Dec-19,27/20,,,,,between-subject,each component,/Mean/SD/,Chart,Unknown,No,ANOVA,,,4,6,ConditionxGender,AvatarxMale,Yes,39,24.14,13.75,18.06,4.43,,,,,,,2.05,1.65,1.7,0.45,,,,,,,1,OD Kothgassner; A Goreis; JX Kafka�,2018,��; Behavior; and Social��,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/cyber.2017.0691,https://scholar.google.com/scholar?cites=7010771530751205547&as_sdt=2005&sciodt=0;5&hl=en,181,43628,,,,,,,,,1,1,0,4,1,YES,Presence,Unknown Scale,18.38,1.312857143,TRUE,9.14,1.75,6.06,1.43,1.828,0.4375,1.515,1.43,3D Graphics - HMD VR
80,81,199,Applicability of synthetic environments for product design,"synthetic environment, product design, dynamic prototyping, industrial design, validation",16,9,7,19,30,24,,Projection Display,Unknown,Design and visualization,,Not Mentioned,Not Sure,,,1,Study 1,20,16,,,,,,,within-subject,each component,/Mean/SD/,Other,After,No,MANOVA,,,2,6,Environment,RW,No,16,,,,,,4.88,4.13,3.77,,4.26,0.11,0.11,0.11,,0.11,,,,,,0,H Wang; F Meijer; J Miedema�,2008,Proceedings of the 7th��,ris.utwente.nl,https://ris.utwente.nl/ws/portalfiles/portal/5403453/Wang08-Applicability_of_synthetic_environments_for_product_design.pdf,,265,43628,PDF,,,,,,,,0,0,0,4,11,YES,Synthetic Environment,,17.64,1.26,TRUE,9.4,4.52,3.08,0.64,1.88,1.13,0.77,0.64,Projection Display
78,79,196,Evaluating presence perception in video-mediated activities in real time,"Presence Perception, Gaze Tracking, Evaluate, Video, Education",22,,,,,,,Other,Stereo sound,Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,22,,,,,,,between-subject,each component,/Mean//,Other,Unknown,No,TTest,,,2,-33,Condition,EVRA,No,11,,,,,,1.89,1.97,2,1.9,,,,,,,,,,,,0,FY Obana; R Tori; E Ranzini,2015,Proceedings of the International��,search.proquest.com,http://search.proquest.com/openview/ec0d4e6d828f7569bfcd0b7f995ac43d/1?pq-origsite=gscholar&cbl=1976356,,121,43628,HTML,,,,,,,,0,0,0,3,4,YES,Perception,Unknown Scale,25.33,1.809285714,TRUE,9.45,7.88,8,1.9,1.89,1.97,2,1.9,3D Graphics - Monoscopic
78,79,195,Evaluating presence perception in video-mediated activities in real time,"Presence Perception, Gaze Tracking, Evaluate, Video, Education",22,,,,,,,Other,Stereo sound,Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,22,,,,,,,between-subject,each component,/Mean//,Other,Unknown,No,TTest,,,2,-33,Condition,EVEA,No,11,,,,,,1.94,1.65,1.95,1.27,,,,,,,,,,,,0,FY Obana; R Tori; E Ranzini,2015,Proceedings of the International��,search.proquest.com,http://search.proquest.com/openview/ec0d4e6d828f7569bfcd0b7f995ac43d/1?pq-origsite=gscholar&cbl=1976356,,121,43628,HTML,,,,,,,,0,0,0,3,4,YES,Perception,Unknown Scale,24.1,1.721428571,TRUE,9.7,6.6,7.8,1.27,1.94,1.65,1.95,1.27,3D Graphics - Monoscopic
75,76,189,ReflectiveSpineVR: an immersive spine surgery simulation with interaction history capabilities,"Immersive Simulation, Spine Surgery, Interaction History, Education",6,5,1,,,,,3D Graphics - HMD VR,Unknown,"Design and visualization,Education and training,Healthcare and clinical therapies",,Not Mentioned,Not Sure,,,1,Study 1,,6,,,,,,,within-subject,each component,/Mean/SD/,Other,After,No,,,,2,17,Whole Experiment,Whole Study,No,6,,,,,64,6,4.1,3.41,6,,1,1,0.97,1,4.7,,,,,,0,AE Mostafa; WHA Ryu; K Takashima; S Chan�,2017,Proceedings of the 5th��,dl.acm.org,https://dl.acm.org/citation.cfm?id=3132174,,315,43628,,,,,,,,,0,0,0,5,2,YES,Simulation,,8,0.571428571,TRUE,10,0.4,-2.36,2,2,0.1,-0.59,2,3D Graphics - HMD VR
102,107,250,Guidelines on successfully porting non-immersive games to virtual reality: a case study in minecraft,"Virtual reality, user study, video games, emotions, Minecraft",14,10,,18,31,21.07,3.76,"3D Graphics - Monoscopic,3D Graphics - HMD VR",Stereo sound,"Entertainment and game,Social Science and psychology",,Not Mentioned,Not Sure,,,1,Study 1,,14,,,,,,,within-subject,each component,/Mean/SD/,Chart,After,No,Linear mixed model,,,4,17,EnvironmentxOrder,VRx1,Yes,14,,,,,,6,5.16,4.33,6.38,,,,,,,,,,,,4,J Porter III; M Boyer; A Robb,2018,… of the 2018 Annual Symposium on …,dl.acm.org,https://dl.acm.org/citation.cfm?id=3242677,https://scholar.google.com/scholar?cites=3495142269655943602&as_sdt=2005&sciodt=0;5&hl=en,11,43676,,,,,,,,,4,4,1,,,YES,Game Porting,,15.96,1.14,TRUE,10,4.64,1.32,2.38,2,1.16,0.33,2.38,3D Graphics - HMD VR
102,107,251,Guidelines on successfully porting non-immersive games to virtual reality: a case study in minecraft,"Virtual reality, user study, video games, emotions, Minecraft",14,10,,18,31,21.07,3.76,"3D Graphics - Monoscopic,3D Graphics - HMD VR",Stereo sound,"Entertainment and game,Social Science and psychology",,Not Mentioned,Not Sure,,,1,Study 1,,14,,,,,,,within-subject,each component,/Mean/SD/,Chart,After,No,Linear mixed model,,,4,17,EnvironmentxOrder,VRx2,Yes,14,,,,,,6.07,4.81,4.52,6.29,,,,,,,,,,,,4,J Porter III; M Boyer; A Robb,2018,… of the 2018 Annual Symposium on …,dl.acm.org,https://dl.acm.org/citation.cfm?id=3242677,https://scholar.google.com/scholar?cites=3495142269655943602&as_sdt=2005&sciodt=0;5&hl=en,11,43676,,,,,,,,,4,4,1,,,YES,Game Porting,,15.67,1.119285714,TRUE,10.35,3.24,2.08,2.29,2.07,0.81,0.52,2.29,3D Graphics - HMD VR
112,120,285,Development and evaluation of a virtual reality-system with integrated tracking of extremities under the aspect of Acrophobia,"Virtual Reality, Oculus Rift, Microsoft Kinect, Avatar, Anxiety Disorder, Head Mounted Display, Virtual Reality Exposure Therapy, Motion Tracking, VRET, HMD, VR",42,,,,,,,3D Graphics - HMD VR,No sound,"Healthcare and clinical therapies,Social Science and psychology",System,Not Mentioned,Not Sure,,,1,Study 1,,42,13/14,7-Jun,,,,,within-subject,each component,/Mean/SD/,Other,After,No,TTest,,,2,6,Kinect,With,No,21,,,,,,5.13,4.05,4.38,,4.66,0.614,0.99,1.102,,0.73,,,,,,9,P Schäfer; M Koller; J Diemer…,2015,2015 SAI Intelligent …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7361173/,https://scholar.google.com/scholar?cites=14402482774299237483&as_sdt=2005&sciodt=0;5&hl=en,130,43676,,,,,,,,,9,2.25,2,4,,YES,Acrophobia,Unknown Scale,23.24,1.66,TRUE,10.65,4.2,5.52,2.87,2.13,1.05,1.38,2.87,3D Graphics - HMD VR
126,134,320,Virtual Reality Based Simulation Testbed for Evaluation of Autonomous Vehicle Behavior Algorithms,,10,7,3,18,25,,,3D Graphics - HMD VR,Unknown,"Design and visualization,Interaction techniques,Social Science and psychology",,Not Mentioned,Not Sure,,,1,Study 1,,10,,,,,,,within-subject,each component,/Mean/SD/,Chart,After,No,,,,2,6,Whole Experiment,Whole Study,No,10,,,,,,5.18,4.28,4.23,5.28,,0.61,0.5,0.44,0.66,,,,,,,0,V Rastogi,2017,,tigerprints.clemson.edu,https://tigerprints.clemson.edu/all_theses/2773/,,358,43676,,,,,,,,,0,0,0,1,,YES,Simulation,,20.94,1.495714286,TRUE,10.9,5.12,4.92,2.28,2.18,1.28,1.23,2.28,3D Graphics - HMD VR
50,51,128,The Effect of Haptic Prediction Accuracy on Presence,,56,21,35,18,27,20.32,1.71,3D Graphics - HMD VR,Unknown,"Social Science and psychology,Other",Haptic,Not Mentioned,Not Sure,,,1,Study 1,5.42,56,,,,,,,between-subject,each component,/Mean/SD/,Other,After,No,Shapiro-Wilk normality test,,,2,-33,Group,Aligned,No,28,,,,,,2.2,1.36,1.55,1,,1.18,1.03,0.83,1.34,,,,,,,1,D Gall; ME Latoschik,2018,��IEEE Conference on Virtual Reality and��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8446153/,https://scholar.google.com/scholar?cites=17569544626198375561&as_sdt=2005&sciodt=0;5&hl=en,164,43628,,,,,,,,,1,1,1,2,1,YES,Haptic,,22.64,1.617142857,TRUE,11,5.44,6.2,1,2.2,1.36,1.55,1,3D Graphics - HMD VR
102,107,252,Guidelines on successfully porting non-immersive games to virtual reality: a case study in minecraft,"Virtual reality, user study, video games, emotions, Minecraft",14,10,,18,31,21.07,3.76,"3D Graphics - Monoscopic,3D Graphics - HMD VR",Stereo sound,"Entertainment and game,Social Science and psychology",,Not Mentioned,Not Sure,,,1,Study 1,,14,,,,,,,within-subject,each component,/Mean/SD/,Chart,After,No,Linear mixed model,,,4,17,EnvironmentxOrder,VRx3,Yes,14,,,,,,6.22,5.23,4.98,6.54,,,,,,,,,,,,4,J Porter III; M Boyer; A Robb,2018,… of the 2018 Annual Symposium on …,dl.acm.org,https://dl.acm.org/citation.cfm?id=3242677,https://scholar.google.com/scholar?cites=3495142269655943602&as_sdt=2005&sciodt=0;5&hl=en,11,43676,,,,,,,,,4,4,1,,,YES,Game Porting,,19.94,1.424285714,TRUE,11.1,4.92,3.92,2.54,2.22,1.23,0.98,2.54,3D Graphics - HMD VR
52,53,132,Agency and Gender Influence Older Adults' Presence-Related Experiences in an Interactive Virtual Environment,"virtual reality, older adults, presence, immersion, flow, gender",78,31,47,54,90,67.65,8.36,3D Graphics - HMD VR,Unknown,Social Science and psychology,,German,Not Sure,,,1,Study 1,6,78,Dec-19,27/20,,,,,between-subject,each component,/Mean/SD/,Chart,Unknown,No,ANOVA,,,4,6,ConditionxGender,AvatarxFemale,Yes,39,26.13,15.68,15.68,5.34,,,,,,,1.25,1.14,1.14,0.34,,,,,,,1,OD Kothgassner; A Goreis; JX Kafka�,2018,��; Behavior; and Social��,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/cyber.2017.0691,https://scholar.google.com/scholar?cites=7010771530751205547&as_sdt=2005&sciodt=0;5&hl=en,181,43628,,,,,,,,,1,1,0,4,1,YES,Presence,Unknown Scale,20.83,1.487857143,TRUE,11.13,3.68,3.68,2.34,2.226,0.92,0.92,2.34,3D Graphics - HMD VR
97,101,243,"The effects of augmented virtuality on presence, workload, and input performance",,21,,,19,25,,,3D Graphics - HMD VR,Stereo sound,"Social Science and psychology,Other",,Not Mentioned,Not Sure,,,1,Study 1,,21,,,,,,,between-subject,each component,/Mean/SD/,Other,Unknown,No,Mann-Whitney U test,,,2,6,Condition,AV,No,11,,,,,,5.27,4.05,2.84,5.55,,0.52,0.88,0.88,0.52,,,,,,,0,J Clarkson,2018,,open.uct.ac.za,https://open.uct.ac.za/handle/11427/29492,,831,43627,,,,,,,,,0,0,0,1,,YES,Augmented Virtuality,,14.91,1.065,TRUE,11.35,4.2,-0.64,2.55,2.27,1.05,-0.16,2.55,3D Graphics - HMD VR
71,72,177,Virtual Reality Conferencing,"virtual reality, virtual reality conferencing, virtual collaboration",10,,,,,,,3D Graphics - HMD VR,Unknown,"Interaction techniques,Other",,Not Mentioned,Not Sure,,,1,Study 1,,10,,,,,,,between-subject,each component,/Mean//,Other,After,No,ANOVA,,,2,6,Headset,With,No,5,,,,,,5.32,4.8,3.5,4.8,,,,,,,,,,,,0,PD Pazour; A Janecek�,2018,2018 IEEE International��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8613638/,,296,43628,,,,,,,,,0,0,0,3,1,YES,Tele-conference,,20.8,1.485714286,TRUE,11.6,7.2,2,1.8,2.32,1.8,0.5,1.8,3D Graphics - HMD VR
131,139,329,A Virtual Reality Environment Using Concepts of Serious Games and Gamification for the Treatment of Eating Disorders,,10,6,4,23,30,,,3D Graphics - HMD VR,Unknown,"Entertainment and game,Healthcare and clinical therapies,Social Science and psychology",,Not Mentioned,Not Sure,,,1,Study 1,,10,,,,,,,within-subject,each component,/Mean/SD/,Other,Unknown,No,,,,2,6,Whole Experiment,Whole Study,No,10,,,,,,5.34,4.8,4.35,4.91,,0.3,0.4,0.5,0.4,,,,,,,0,F Rodrigues; P Wilbert; JCT da Silva…,2019,Anais do XIX Simpósio …,sol.sbc.org.br,https://sol.sbc.org.br/index.php/sbcas/article/view/6249,,468,43676,,,,,,,,,0,0,0,4,,YES,Eating Disorder,,24.3,1.735714286,TRUE,11.7,7.2,5.4,1.91,2.34,1.8,1.35,1.91,3D Graphics - HMD VR
